date,jobs,ID,labour_force,sector_information_technology,sector_engineering_technology,sector_management_staff,sector_trade_service,sector_industry_craft,sector_sales_communication,sector_teaching,sector_office_finance,sector_social_health,sector_other
2006-01-01,7957,Skåne,588700.0,621,399,438,1104,860,1640,1000,1202,1905,450
2006-04-01,9290,Skåne,608100.0,746,490,475,1377,1109,1622,2092,1097,1402,409
2006-07-01,7996,Skåne,616400.0,709,448,397,1341,1093,1513,1280,967,1241,320
2006-10-01,8988,Skåne,599500.0,783,624,557,1306,1168,1536,1549,1401,1473,365
2007-01-01,11181,Skåne,603500.0,1043,885,922,1801,1564,2147,1024,1832,2247,397
2007-04-01,11985,Skåne,624100.0,955,821,945,1887,1709,1962,2282,1814,1577,393
2007-07-01,9900,Skåne,625000.0,927,714,810,1685,1453,1913,1122,1522,1277,365
2007-10-01,11864,Skåne,613600.0,1261,991,993,1673,1418,2397,1526,1926,1499,481
2008-01-01,14917,Skåne,623200.0,1378,1006,1020,2569,1925,2266,1533,2137,2789,1065
2008-04-01,11348,Skåne,650900.0,1227,618,896,1451,1275,1680,2158,1485,1594,906
2008-07-01,8887,Skåne,643000.0,824,527,784,1336,939,1622,1087,1406,1301,620
2008-10-01,7829,Skåne,630800.0000000001,797,518,655,846,622,1435,1411,1224,1320,541
2009-01-01,7795,Skåne,628100.0,584,348,568,1085,545,1471,991,1172,1917,815
2009-04-01,6968,Skåne,643599.9999999999,371,294,399,995,486,1312,1484,864,1193,621
2009-07-01,5579,Skåne,639600.0,297,205,376,942,456,1221,826,752,1045,413
2009-10-01,6602,Skåne,630000.0,387,306,592,708,460,1556,1227,974,1261,426
2010-01-01,8361,Skåne,637100.0,536,467,743,1135,682,1924,977,1169,1771,914
2010-04-01,9665,Skåne,647199.9999999999,589,569,699,1069,782,1599,2367,1335,1661,1009
2010-07-01,7610,Skåne,658900.0,550,488,657,1000,706,1492,1278,1037,1297,558
2010-10-01,9266,Skåne,642800.0,832,630,857,929,724,1719,1669,1493,1633,749
2011-01-01,1392,Skåne,649000.0,1006,749,1065,1471,1159,2500,1418,2413,2741,1473
2011-04-01,13252,Skåne,661600.0,1109,799,1011,1445,1113,2285,2541,2352,2025,1186
2011-07-01,10632,Skåne,656700.0,861,685,880,1319,991,2248,1636,1687,1406,796
2011-10-01,11652,Skåne,643600.0,1235,868,710,1181,906,2272,2035,1690,1585,803
2012-01-01,11784,Skåne,639500.0,1050,821,602,1472,1034,2241,1435,1709,2242,842
2012-04-01,11862,Skåne,658500.0,1024,701,489,1446,939,2015,2685,1340,1918,778
2012-07-01,9182,Skåne,665199.9999999999,722,526,460,1387,734,1732,1544,1076,1459,722
2012-10-01,9520,Skåne,661199.9999999999,872,540,432,1147,664,1823,1835,1161,1613,699
2013-01-01,10182,Skåne,664599.9999999999,933,561,362,1545,735,1995,1286,1161,2093,870
2013-04-01,11675,Skåne,679300.0000000001,1152,482,458,1569,785,2260,2631,1213,1763,881
2013-07-01,921,Skåne,675699.9999999999,892,380,375,1336,612,1871,1490,1098,1476,730
2013-10-01,9449,Skåne,662000.0,835,486,407,929,599,1662,1794,1315,1731,815
2014-01-01,11336,Skåne,661500.0,947,554,463,1459,708,2258,1398,1413,2585,999
2014-04-01,13465,Skåne,686699.9999999999,991,616,529,1613,840,2310,3380,1396,2555,890
2014-07-01,11533,Skåne,685199.9999999999,844,484,410,1512,788,2660,1847,1321,2255,823
2014-10-01,13277,Skåne,665900.0000000001,1071,642,493,1401,832,2755,2187,1787,2713,1206
2015-01-01,15651,Skåne,677500.0,1179,782,587,2005,1218,3048,2024,1880,3682,1362
2015-04-01,17301,Skåne,697600.0,1136,770,651,1558,1353,3100,3849,1839,3027,1694
2015-07-01,9565,Skåne,693800.0000000001,814,397,421,799,682,1997,1523,1224,1459,1208
2015-10-01,10711,Skåne,678800.0,1329,569,502,753,791,1958,1732,1623,1408,1260
2016-01-01,11198,Skåne,676400.0000000001,1325,548,456,889,1030,2216,1646,1651,1820,963
2016-04-01,14893,Skåne,696099.9999999999,1395,658,531,1214,1631,2609,3009,2120,2423,965
2016-07-01,12655,Skåne,687600.0,1223,583,439,1282,1374,2338,1832,1803,2305,835
2016-10-01,14350,Skåne,682300.0,1610,780,633,1195,1434,2550,2326,2171,2368,980
2017-01-01,15988,Skåne,688200.0,1792,801,571,1733,1614,2628,2055,2430,3225,1039
2017-04-01,14927,Skåne,705700.0,1503,791,508,1525,1535,2305,3040,1829,2805,731
2017-07-01,10991,Skåne,710900.0,1307,542,434,1196,1180,1906,1730,1506,1978,663
2017-10-01,11575,Skåne,697400.0000000001,1527,645,498,1205,1117,2268,1931,1749,1527,754
2018-01-01,12556,Skåne,694900.0,1671,733,577,1463,1325,2424,1628,1754,1792,910
2018-04-01,2098,Skåne,715900.0,2101,1008,781,2298,2775,3156,3533,2375,3126,1275
2018-07-01,17445,Skåne,720500.0,1774,885,661,2219,2271,2610,2209,2127,3502,1175
2018-10-01,20718,Skåne,705300.0000000001,2355,948,834,2385,2076,3150,3181,2599,4333,1378
2019-01-01,21441,Skåne,691900.0000000001,2310,991,765,2851,2165,3248,2778,2581,5071,1393
2019-04-01,21460,Skåne,716000.0,2161,864,718,2630,2121,2856,4280,2348,4470,1304
2019-07-01,12884,Skåne,720000.0,1324,533,404,1993,1336,1924,1676,1419,2896,852
2004-01-01,13322,Stockholm,,560,575,679,3066,1257,2589,1857,2547,2676,519
2004-04-01,14188,Stockholm,,495,459,778,2575,1374,2247,4037,2299,2376,578
2004-07-01,12101,Stockholm,,592,451,718,2842,1090,2211,2055,2142,2127,421
2004-10-01,1398,Stockholm,,915,559,832,2383,1099,2659,2463,2364,2226,414
2005-01-01,14355,Stockholm,,1152,503,799,2837,1241,3137,1570,2966,2723,480
2005-04-01,17876,Stockholm,1046100.0,1261,530,928,2959,1454,3236,4028,3255,3040,701
2005-07-01,14966,Stockholm,1045600.0,1017,313,733,3449,1126,3354,1897,2902,2688,552
2005-10-01,17296,Stockholm,1042500.0,1625,474,1197,3201,1303,3558,2723,3377,2927,680
2006-01-01,20535,Stockholm,1036000.0,1938,631,1218,3735,1707,4842,2207,3778,3673,857
2006-04-01,23208,Stockholm,1051700.0,2049,957,1236,3595,2141,4537,4027,3970,3680,1051
2006-07-01,19854,Stockholm,1067100.0,1801,824,1106,3990,1923,4049,2492,3460,3027,801
2006-10-01,22212,Stockholm,1057300.0,2173,829,1395,3894,1858,4578,2799,4403,3329,1010
2007-01-01,2719,Stockholm,1054800.0,3094,1202,2256,4827,2280,6291,2147,5637,4308,799
2007-04-01,29475,Stockholm,1069800.0,2969,1241,2450,4602,2613,5774,4051,6580,3845,1044
2007-07-01,25470,Stockholm,1083000.0,2703,1013,2066,4871,2099,5561,2360,5554,3079,870
2007-10-01,31503,Stockholm,1079500.0,4402,1385,2684,4771,2437,7034,2906,7015,3368,1275
2008-01-01,33106,Stockholm,1080700.0,4181,1302,2493,5802,2782,6341,3043,6038,4763,2346
2008-04-01,28819,Stockholm,1098699.9999999998,3377,1017,2115,4596,2106,4852,4907,5222,3572,2232
2008-07-01,24479,Stockholm,1109899.9999999998,2806,840,1783,4430,1825,4370,2852,4909,2990,1799
2008-10-01,20208,Stockholm,1119900.0,2417,715,1588,3001,1207,3772,2952,4075,2795,1404
2009-01-01,20139,Stockholm,1110399.9999999998,2498,706,1419,3065,1377,4104,2151,3912,3235,1622
2009-04-01,18164,Stockholm,1132900.0,1524,497,1131,2779,1285,3293,3489,2839,2789,1379
2009-07-01,14426,Stockholm,1135200.0,1127,378,941,2797,1070,2960,1961,2295,2335,911
2009-10-01,18372,Stockholm,1135200.0,2482,572,1594,2639,1171,4099,2429,3224,2466,1137
2010-01-01,23793,Stockholm,1130700.0,3277,854,2205,3655,1485,5269,2048,4285,3707,1964
2010-04-01,27554,Stockholm,1153100.0000000002,3514,920,2366,3543,1960,5028,4473,4857,3347,2876
2010-07-01,24914,Stockholm,1152500.0,3133,976,2164,4197,1793,4984,3039,4184,3002,2041
2010-10-01,28235,Stockholm,1142300.0,4116,1222,2685,3843,2055,5310,3581,5155,3543,2410
2011-01-01,39918,Stockholm,1154900.0,5386,1660,3676,5554,3034,7233,3561,8754,5300,3721
2011-04-01,42429,Stockholm,1178500.0,5300,1732,3608,4899,3306,6908,6228,9674,4428,3831
2011-07-01,32946,Stockholm,1171400.0,4395,1430,2949,5032,2666,6078,3707,6407,3668,2495
2011-10-01,36886,Stockholm,1165500.0,5641,1620,2135,4740,2410,6727,4540,6701,4155,2712
2012-01-01,37955,Stockholm,1167500.0,5062,1641,1980,5328,2526,6744,3524,6854,4966,3805
2012-04-01,35892,Stockholm,1192800.0000000002,4286,1397,1650,4714,2540,5655,5957,5573,4480,3566
2012-07-01,29366,Stockholm,1195500.0,3194,969,1367,4955,2007,5097,3634,4482,3695,3261
2012-10-01,31889,Stockholm,1192399.9999999998,4210,1218,1548,3925,1857,5791,3977,5502,4056,3641
2013-01-01,33317,Stockholm,1200000.0,3961,1335,1473,4811,2250,5797,3360,5143,5285,3920
2013-04-01,34796,Stockholm,1228000.0,4385,1185,1683,4740,2434,5973,5487,5352,4383,3318
2013-07-01,29792,Stockholm,1219600.0,3198,941,1385,4787,2093,5420,3411,4593,3913,3467
2013-10-01,32296,Stockholm,1218700.0,3720,1182,1653,4084,1952,5597,4045,5566,4502,3918
2014-01-01,37285,Stockholm,1221900.0,4218,1245,1884,5118,2314,6948,3280,5843,6156,4693
2014-04-01,408,Stockholm,1247399.9999999998,3989,1291,1880,4911,2412,7261,6350,5932,5727,4776
2014-07-01,35861,Stockholm,1243399.9999999998,3632,1249,1666,5473,2404,7260,3643,5185,5092,4288
2014-10-01,41676,Stockholm,1244900.0,4646,1552,2143,5089,2617,7966,4793,6609,6117,5179
2015-01-01,46633,Stockholm,1252400.0,5256,1772,2259,6174,3154,8974,4335,7375,7300,5529
2015-04-01,48815,Stockholm,1267399.9999999998,5031,1794,2452,4685,3225,9220,6867,7792,5949,6759
2015-07-01,31753,Stockholm,1270000.0,3973,1141,1690,3004,1888,6390,2805,5072,3221,5795
2015-10-01,43474,Stockholm,1263300.0,8051,1788,2683,3170,2080,7943,3837,7781,4804,6171
2016-01-01,44844,Stockholm,1262300.0,8381,1827,2239,3316,2326,8640,3638,8173,6601,5130
2016-04-01,53126,Stockholm,1286000.0,8285,1904,2295,5005,3392,9797,7512,8780,7686,4763
2016-07-01,47113,Stockholm,1287200.0,7445,1578,1932,6015,3461,8693,5163,8373,7048,3370
2016-10-01,52574,Stockholm,1284200.0,9089,2068,2722,5424,3309,9263,6007,10129,8157,3625
2017-01-01,5778,Stockholm,1294200.0,10445,1962,2480,6928,3544,10287,5865,9856,9550,3509
2017-04-01,5387,Stockholm,1321200.0,10452,1712,2437,6321,3051,8543,8498,8439,8151,2324
2017-07-01,37352,Stockholm,1316800.0,6639,1479,1761,5389,2304,6658,4904,5973,5495,1741
2017-10-01,423,Stockholm,1309600.0000000002,8633,1677,2198,4865,1995,8183,5230,7709,5323,2300
2018-01-01,44939,Stockholm,1315100.0000000002,8803,1866,2391,5448,2610,9018,4726,8098,5950,2726
2018-04-01,67267,Stockholm,1340200.0,16194,2224,2960,7738,5068,12333,8751,10662,7687,3397
2018-07-01,56700,Stockholm,1325399.9999999998,11628,1785,2598,8675,4232,10777,5824,8668,7076,3158
2018-10-01,61642,Stockholm,1328300.0,13234,2027,2694,8294,4025,11476,7634,8974,7856,3616
2019-01-01,59338,Stockholm,1342300.0000000002,9214,1907,2552,8708,4327,11669,6088,9150,9478,3553
2019-04-01,57200,Stockholm,1362000.0,8741,1797,2377,7358,3830,10944,8464,8587,8935,3293
2019-07-01,34467,Stockholm,1366500.0,4688,1008,1542,6087,2385,6937,3660,5136,5409,1905
2004-01-01,1124,Södermanland,,15,45,39,221,166,145,193,197,307,35
2004-04-01,1457,Södermanland,,12,44,65,261,152,195,535,172,245,37
2004-07-01,821,Södermanland,,13,36,45,196,109,122,143,128,195,20
2004-10-01,1189,Södermanland,,20,49,40,299,115,244,269,161,259,18
2005-01-01,1200,Södermanland,,17,48,63,256,118,213,133,225,384,45
2005-04-01,1786,Södermanland,129000.0,24,41,65,202,149,157,844,238,335,49
2005-07-01,892,Södermanland,132300.0,16,39,43,150,119,168,188,129,210,19
2005-10-01,1341,Södermanland,131200.0,59,61,67,152,132,186,410,250,294,46
2006-01-01,1545,Södermanland,130700.0,39,71,66,239,181,329,179,276,471,98
2006-04-01,1864,Södermanland,136400.0,33,81,76,267,215,328,580,199,308,93
2006-07-01,1256,Södermanland,137100.0,19,59,45,232,200,240,188,184,253,50
2006-10-01,1659,Södermanland,132500.0,49,107,100,210,242,230,354,260,385,73
2007-01-01,1862,Södermanland,133600.0,64,132,141,356,320,293,194,311,463,86
2007-04-01,2288,Södermanland,133600.0,55,159,123,313,339,285,676,280,399,60
2007-07-01,1557,Södermanland,134900.0,36,130,90,271,295,308,149,233,291,52
2007-10-01,1841,Södermanland,130000.0,51,142,104,234,288,380,304,276,350,62
2008-01-01,2312,Södermanland,133500.0,54,145,166,437,318,337,230,346,585,202
2008-04-01,1810,Södermanland,133500.0,48,125,108,302,202,211,474,214,298,158
2008-07-01,1438,Södermanland,137300.0,59,112,78,281,194,223,210,211,215,108
2008-10-01,1268,Södermanland,133800.0,49,63,84,157,122,184,284,219,240,99
2009-01-01,1306,Södermanland,132800.0,44,39,79,195,126,259,167,214,321,119
2009-04-01,1361,Södermanland,140300.0,14,31,52,194,84,254,427,133,259,87
2009-07-01,839,Södermanland,139200.0,10,33,36,162,70,226,138,103,149,56
2009-10-01,1210,Södermanland,136400.0,27,48,108,145,68,317,244,157,282,72
2010-01-01,1702,Södermanland,134200.0,42,81,129,259,112,392,177,272,515,177
2010-04-01,1913,Södermanland,138000.0,69,112,134,226,148,311,507,297,424,159
2010-07-01,1395,Södermanland,140700.00000000006,79,115,122,228,117,297,212,179,251,85
2010-10-01,1673,Södermanland,133700.0,98,157,176,173,173,229,329,278,390,91
2011-01-01,2494,Södermanland,135900.0,97,182,225,466,239,482,247,422,590,268
2011-04-01,2375,Södermanland,138000.0,108,201,193,353,257,389,570,344,398,141
2011-07-01,1810,Södermanland,137600.0,101,154,141,283,211,355,255,267,293,113
2011-10-01,238,Södermanland,134400.0,68,149,96,244,219,374,428,277,379,105
2012-01-01,2102,Södermanland,136400.0,93,132,96,374,212,411,213,311,496,133
2012-04-01,2251,Södermanland,142799.99999999994,66,104,78,315,186,344,705,213,369,121
2012-07-01,1629,Södermanland,139300.0,79,93,96,289,146,275,273,203,320,118
2012-10-01,1884,Södermanland,136900.0,102,112,106,220,113,391,387,269,372,98
2013-01-01,233,Södermanland,134600.0,48,108,79,358,169,356,271,298,515,165
2013-04-01,2381,Södermanland,140900.0,97,123,85,373,214,398,549,296,450,154
2013-07-01,1836,Södermanland,140600.00000000006,69,75,72,295,164,347,333,203,354,173
2013-10-01,1843,Södermanland,139000.0,84,126,88,215,132,287,331,278,463,143
2014-01-01,29,Södermanland,141100.0,63,127,56,317,157,315,315,270,575,127
2014-04-01,2158,Södermanland,142500.0,60,77,90,282,154,289,541,275,538,152
2014-07-01,1864,Södermanland,144200.0,56,94,53,268,158,285,348,228,507,144
2014-10-01,2247,Södermanland,142000.0,53,122,95,282,165,306,431,311,639,179
2015-01-01,2734,Södermanland,141700.0,74,114,96,399,290,403,333,405,772,235
2015-04-01,3101,Södermanland,140300.0,110,175,79,272,252,496,695,371,644,308
2015-07-01,1413,Södermanland,139100.0,45,79,36,119,137,289,257,206,242,162
2015-10-01,212,Södermanland,139500.0,72,108,116,131,154,307,420,402,439,160
2016-01-01,297,Södermanland,141000.0,83,127,103,188,195,341,314,375,550,167
2016-04-01,319,Södermanland,145600.0,118,111,106,210,276,378,896,472,717,145
2016-07-01,2472,Södermanland,143900.0,70,147,78,200,288,430,421,419,614,139
2016-10-01,2925,Södermanland,143700.0,105,178,127,231,309,391,616,483,748,172
2017-01-01,3210,Södermanland,142799.99999999994,165,195,96,381,378,439,468,486,948,172
2017-04-01,3130,Södermanland,149400.0,198,204,133,286,278,359,802,431,759,151
2017-07-01,2214,Södermanland,152900.0,170,225,85,221,250,321,379,327,542,104
2017-10-01,365,Södermanland,148500.0,232,431,211,243,233,517,540,418,747,121
2018-01-01,2779,Södermanland,149400.0,217,312,155,323,311,431,361,420,650,154
2018-04-01,5618,Södermanland,150200.00000000006,345,313,228,596,1233,953,832,632,745,407
2018-07-01,4368,Södermanland,152000.0,259,243,144,534,907,671,493,542,790,325
2018-10-01,4743,Södermanland,143800.0,278,234,192,544,712,707,646,764,1158,373
2019-01-01,3915,Södermanland,140700.0,164,221,124,623,494,515,522,520,1103,210
2019-04-01,3582,Södermanland,144700.0,110,138,99,465,408,492,772,418,957,163
2019-07-01,1958,Södermanland,148299.99999999994,65,68,64,309,219,349,306,219,528,112
2004-01-01,1499,Uppsala,,45,68,69,295,153,234,225,188,462,58
2004-04-01,1855,Uppsala,,36,69,64,374,127,232,691,191,360,53
2004-07-01,1262,Uppsala,,17,50,49,323,87,203,297,169,288,41
2004-10-01,1576,Uppsala,,45,67,67,223,104,211,509,218,419,38
2005-01-01,1579,Uppsala,,38,69,80,247,141,258,290,243,516,60
2005-04-01,2362,Uppsala,168400.0,44,63,75,373,195,287,899,263,480,46
2005-07-01,1630,Uppsala,160700.0,28,66,66,277,177,306,397,224,347,39
2005-10-01,1844,Uppsala,157100.0,70,84,91,290,128,302,514,271,426,66
2006-01-01,217,Uppsala,156899.99999999994,81,99,77,292,200,438,342,266,541,102
2006-04-01,2245,Uppsala,164700.0,100,91,97,291,209,394,605,258,474,106
2006-07-01,1755,Uppsala,162299.99999999994,34,78,67,281,204,322,341,238,396,71
2006-10-01,2180,Uppsala,156600.0,96,107,108,261,228,376,366,307,650,95
2007-01-01,2797,Uppsala,165200.0,134,183,157,403,332,556,361,411,804,94
2007-04-01,2726,Uppsala,172200.0,119,183,144,393,353,433,550,412,571,78
2007-07-01,2190,Uppsala,175000.0,108,143,129,350,262,362,319,335,513,81
2007-10-01,2700,Uppsala,172200.00000000006,161,214,146,346,242,538,497,425,577,85
2008-01-01,3366,Uppsala,172800.0,151,228,201,559,393,480,549,482,796,222
2008-04-01,2618,Uppsala,183000.0,124,112,132,359,196,321,769,314,555,203
2008-07-01,1965,Uppsala,176500.0,73,90,111,334,172,305,379,234,440,133
2008-10-01,1886,Uppsala,174400.0,103,93,108,259,95,341,431,280,427,97
2009-01-01,245,Uppsala,176200.0,86,80,116,268,102,399,413,299,521,169
2009-04-01,1912,Uppsala,182300.0,65,67,107,288,108,337,473,220,361,170
2009-07-01,1413,Uppsala,177399.99999999997,60,38,52,250,81,266,244,142,343,114
2009-10-01,1851,Uppsala,172000.0,83,94,102,262,89,348,360,217,420,147
2010-01-01,2396,Uppsala,172700.0,75,90,121,377,148,538,380,259,575,227
2010-04-01,2582,Uppsala,180900.0,120,108,161,320,127,415,621,326,608,262
2010-07-01,2254,Uppsala,180900.0,123,113,165,324,141,364,399,283,556,175
2010-10-01,2541,Uppsala,176200.0,128,152,228,341,141,358,568,313,579,203
2011-01-01,3522,Uppsala,180200.00000000003,212,208,280,525,267,546,537,539,806,332
2011-04-01,3502,Uppsala,184900.0,151,176,209,474,263,490,809,500,670,335
2011-07-01,2713,Uppsala,186100.0,117,170,156,423,242,456,468,362,561,189
2011-10-01,3190,Uppsala,181600.0,187,210,156,401,243,429,606,379,683,259
2012-01-01,3410,Uppsala,183400.0,192,200,154,490,273,528,458,418,791,326
2012-04-01,3543,Uppsala,187400.0,171,172,151,458,253,483,798,435,796,279
2012-07-01,2651,Uppsala,186900.0,158,130,95,408,214,394,440,287,633,201
2012-10-01,2997,Uppsala,183400.0,169,197,136,396,210,452,554,356,666,248
2013-01-01,3285,Uppsala,179799.99999999997,158,201,111,449,278,475,409,423,897,320
2013-04-01,3438,Uppsala,182900.0,153,161,106,501,262,512,725,389,714,315
2013-07-01,2611,Uppsala,184800.0,99,139,111,470,250,382,335,311,625,223
2013-10-01,2992,Uppsala,182900.0,134,153,107,330,213,369,499,342,882,312
2014-01-01,3518,Uppsala,183700.00000000003,152,195,120,437,304,475,398,390,1076,417
2014-04-01,3763,Uppsala,193200.0,140,191,108,492,285,486,763,385,974,372
2014-07-01,3364,Uppsala,192100.0,136,159,116,525,233,571,442,368,919,291
2014-10-01,4215,Uppsala,186200.0,245,208,170,504,268,598,676,462,1116,454
2015-01-01,4861,Uppsala,186800.0,211,281,157,620,399,662,595,612,1396,507
2015-04-01,4612,Uppsala,194500.0,180,262,168,428,399,675,888,517,1014,516
2015-07-01,2719,Uppsala,193400.0,140,169,108,214,219,507,382,287,519,395
2015-10-01,488,Uppsala,192900.0,280,260,190,254,258,604,845,545,817,464
2016-01-01,3840,Uppsala,193400.0,264,215,167,301,285,621,614,617,953,300
2016-04-01,4490,Uppsala,196300.0,284,282,175,247,406,511,1199,546,981,307
2016-07-01,3258,Uppsala,198300.0,234,198,117,245,263,465,694,428,762,205
2016-10-01,4580,Uppsala,194400.0,329,296,186,334,357,585,1095,668,1018,287
2017-01-01,4537,Uppsala,193500.0,312,277,194,428,403,570,872,602,1212,277
2017-04-01,3998,Uppsala,200000.0,220,229,150,326,307,420,1256,439,957,174
2017-07-01,3736,Uppsala,201700.0,229,200,129,423,315,549,788,423,924,242
2017-10-01,4408,Uppsala,195600.0,316,298,171,405,278,593,1022,571,1118,258
2018-01-01,4380,Uppsala,197000.0,271,278,162,414,296,648,829,598,1241,281
2018-04-01,7504,Uppsala,201600.0,497,393,292,705,1218,1140,1395,810,1304,580
2018-07-01,6478,Uppsala,193100.0,522,364,245,820,917,948,913,714,1296,471
2018-10-01,7185,Uppsala,192500.0,591,391,245,866,717,897,1338,893,1544,567
2019-01-01,6588,Uppsala,196500.0,444,341,204,937,482,813,1138,761,1785,489
2019-04-01,6416,Uppsala,203600.0,370,303,186,723,440,720,1638,567,1734,404
2019-07-01,3796,Uppsala,209900.0,226,170,120,519,277,525,770,377,943,286
2004-01-01,114,Värmland,,13,42,45,167,128,107,186,174,357,35
2004-04-01,1273,Värmland,,12,35,58,167,95,118,591,174,243,30
2004-07-01,749,Värmland,,16,45,43,149,105,95,185,117,151,21
2004-10-01,997,Värmland,,21,34,49,135,107,114,340,179,252,22
2005-01-01,166,Värmland,,21,53,52,179,140,179,174,175,334,30
2005-04-01,1472,Värmland,137400.0,16,71,59,235,113,171,591,226,290,26
2005-07-01,180,Värmland,140300.0,13,54,36,220,120,131,295,195,282,20
2005-10-01,1108,Värmland,132800.0,21,46,64,151,124,151,314,233,298,37
2006-01-01,1272,Värmland,133600.0,24,78,56,185,169,199,200,206,372,74
2006-04-01,1582,Värmland,134600.0,30,107,57,194,193,197,530,197,277,66
2006-07-01,180,Värmland,135100.0,21,74,39,208,169,169,210,150,189,58
2006-10-01,1357,Värmland,134500.0,42,100,76,231,206,193,258,204,301,52
2007-01-01,1716,Värmland,135400.0,60,163,104,280,339,262,179,262,428,67
2007-04-01,2166,Värmland,140500.0,94,161,117,343,388,239,587,268,325,59
2007-07-01,1427,Värmland,144500.0,57,114,78,265,278,203,208,203,222,35
2007-10-01,1680,Värmland,139400.0,85,171,130,230,264,339,229,244,269,55
2008-01-01,253,Värmland,138400.0,83,161,118,327,286,372,170,263,478,185
2008-04-01,1757,Värmland,142200.0,54,106,108,276,221,255,461,198,252,127
2008-07-01,1310,Värmland,140900.0,39,60,81,236,152,283,191,212,182,96
2008-10-01,172,Värmland,133500.0,31,70,54,153,87,254,196,164,199,63
2009-01-01,173,Värmland,133600.0,30,44,87,170,80,270,119,147,284,134
2009-04-01,1200,Värmland,136100.0,21,33,41,195,68,301,353,129,197,64
2009-07-01,850,Värmland,136500.0,10,32,48,206,68,218,140,102,173,45
2009-10-01,152,Värmland,135800.0,30,32,64,166,56,301,210,142,218,72
2010-01-01,1541,Värmland,136400.0,72,70,113,271,122,416,170,211,410,159
2010-04-01,1695,Värmland,138300.0,69,98,125,239,131,305,452,203,316,144
2010-07-01,1214,Värmland,138100.0,70,77,95,236,110,293,153,141,185,87
2010-10-01,1490,Värmland,134000.0,86,139,135,202,150,315,266,178,278,95
2011-01-01,2254,Värmland,136300.0,114,209,164,291,243,431,276,278,447,304
2011-04-01,2180,Värmland,143000.0,81,165,155,343,261,410,434,288,340,171
2011-07-01,1586,Värmland,140000.0,43,145,91,356,177,356,245,170,209,107
2011-10-01,1761,Värmland,139200.00000000006,79,164,67,271,171,423,282,222,276,86
2012-01-01,1949,Värmland,139100.0,76,140,68,351,184,418,195,237,380,169
2012-04-01,225,Värmland,141100.0,60,128,80,376,177,376,417,206,370,138
2012-07-01,1617,Värmland,142800.0,33,113,129,354,122,351,211,190,248,106
2012-10-01,1649,Värmland,137900.0,51,89,78,275,69,370,294,226,359,108
2013-01-01,1840,Värmland,139700.00000000006,56,102,49,392,130,400,223,234,450,134
2013-04-01,2183,Värmland,144000.0,79,102,53,417,170,406,515,194,389,162
2013-07-01,1641,Värmland,144500.0,45,101,49,350,137,347,207,199,280,133
2013-10-01,1454,Värmland,138900.0,36,110,46,192,84,206,273,164,350,152
2014-01-01,1803,Värmland,137100.0,59,95,41,290,142,309,230,205,490,193
2014-04-01,2101,Värmland,140800.0,74,92,79,251,134,335,647,191,397,123
2014-07-01,1799,Värmland,140700.0,50,77,66,285,139,450,321,175,379,111
2014-10-01,2271,Värmland,137300.0,86,125,54,282,152,434,485,217,487,234
2015-01-01,2682,Värmland,135100.0,86,127,65,374,272,528,345,260,737,229
2015-04-01,3148,Värmland,138800.0,80,145,72,286,283,734,707,232,624,272
2015-07-01,1345,Värmland,138700.0,59,59,40,104,97,359,257,137,226,131
2015-10-01,291,Värmland,135700.0,157,76,96,141,120,616,356,237,332,190
2016-01-01,2194,Värmland,136900.0,172,122,79,147,133,515,319,271,530,172
2016-04-01,2288,Värmland,141000.0,127,130,82,223,152,367,661,247,467,111
2016-07-01,1812,Värmland,139600.00000000006,119,117,75,258,182,313,305,190,389,91
2016-10-01,2389,Värmland,134200.0,162,150,86,240,218,354,483,301,507,167
2017-01-01,2298,Värmland,137799.99999999994,112,166,92,330,283,364,312,326,589,113
2017-04-01,2343,Värmland,143000.0,81,151,91,273,213,332,657,243,512,110
2017-07-01,1561,Värmland,146200.00000000006,107,95,57,210,107,237,318,180,396,78
2017-10-01,1755,Värmland,140600.0,107,148,78,148,151,219,400,238,480,69
2018-01-01,1961,Värmland,138399.99999999994,127,162,81,265,197,261,253,251,569,132
2018-04-01,5220,Värmland,142200.00000000006,361,284,235,512,1076,1032,801,620,644,369
2018-07-01,3753,Värmland,143600.0,290,232,148,511,713,667,389,440,529,297
2018-10-01,3572,Värmland,141900.0,286,222,141,494,516,580,477,438,641,244
2019-01-01,317,Värmland,142200.0,178,187,103,553,322,457,387,366,766,162
2019-04-01,374,Värmland,144800.0,157,151,109,476,272,347,777,303,725,140
2019-07-01,1585,Värmland,147399.99999999994,74,90,65,340,130,239,215,215,362,86
2004-01-01,1388,Västerbotten,,27,46,30,255,251,221,131,188,289,253
2004-04-01,1297,Västerbotten,,23,44,53,222,146,170,370,187,267,120
2004-07-01,880,Västerbotten,,17,40,39,236,107,129,145,108,174,62
2004-10-01,1168,Västerbotten,,32,68,67,181,103,189,246,158,230,203
2005-01-01,1289,Västerbotten,,24,59,54,213,191,234,170,183,324,176
2005-04-01,1931,Västerbotten,132700.0,28,64,55,263,161,312,556,309,428,377
2005-07-01,128,Västerbotten,135400.0,15,36,31,200,118,207,166,196,245,113
2005-10-01,1801,Västerbotten,131100.0,33,85,63,191,116,283,320,450,510,456
2006-01-01,1569,Västerbotten,130100.0,40,81,56,193,180,303,206,244,423,291
